MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
7.125637325109405,5.83682895257904,6.20977006243021,0.360758689923435,992.8649871156078,0.9519463121505216,34.590410409308376,-123.33804369137648,5.0
4.894388796604509,12.70492541680507,7.028904714006647,1.558275864665117,1044.5925550052589,3.4201362183505433,38.10268268932791,-116.80249235867973,3.845795424109791
4.604561133706524,33.996245168279934,5.502905454007783,0.08441721755106468,972.7386227274843,1.086173364895811,41.85896558511878,-119.25076691163365,5.0
4.60460975089549,15.429694789162026,6.649792013116859,0.20022356276750017,998.3982422483155,0.3248593180806125,38.80246736970237,-115.31908755120155,5.0
12.332279874372787,28.175391572544093,4.711157777754786,0.5093025218452576,977.129663173396,1.4590033144546732,33.52266668938009,-122.32111762620808,5.0
8.252904510002931,7.3497750602078735,3.9637873536803405,0.1610774745881202,1040.2630070665684,0.6377346104853441,33.282670408719774,-118.40578089928381,5.0
3.942280151306157,11.32242750257635,5.18802285141137,1.2745210250031411,1005.0904110691658,1.2915441842735549,39.65767883374478,-118.52986607814951,3.1006289089771473
7.3088193974993025,38.42257132098544,5.370555614610513,0.2888289676829836,1016.0387795637936,2.2673216641777314,33.914229413664714,-115.98412269326434,5.0
6.163251873508663,2.792081874393872,5.058726511641177,0.47569820629686227,1050.7840683872316,0.7897852029676282,41.05201686743737,-114.97081304622907,5.0
1.2073134489277195,6.701810702709634,3.004024075472035,0.21615276919053367,939.7203459881829,1.2027043608988142,36.168956431472104,-117.6928595903456,2.158989805900882
2.662195815990619,11.962756949142621,5.465850757645816,0.11713316115457015,958.8952190970467,0.3082092658961134,32.64675053315197,-117.10943317922315,3.3681985773452974
6.426902737634055,2.0297185143183323,5.991459171866899,0.80018761460778,921.2464743698762,0.6086648522072624,37.10366514132585,-116.44305330320529,5.0
11.695020641868723,5.86431362381545,8.972715250896997,0.7873454883305203,980.1688457041959,0.8709701916751268,36.810499880243576,-116.83127038541225,5.0
4.629412259836462,15.350965359447722,7.629659605110384,0.8448063748323901,1035.9949678418498,1.1512656293219496,39.14972369985472,-124.00128252160977,3.780952468520466
3.745637125813071,5.73879003074026,7.898080537578279,0.20031802411000116,1014.0171084422927,2.1601492445950545,34.25563796762633,-117.54363539193187,4.6341634946657635
5.703869448888826,45.172090931523186,3.7602113244602493,0.9629178717540992,975.2933594056858,1.4346467879760296,38.811918791154405,-122.35287168605693,5.0
3.6023375288738295,4.369763316068901,7.713525216856128,0.1921201909316549,991.6724852334953,1.797803156169887,37.79704453966566,-120.84278014454281,3.620393556283969
4.436263226413176,44.910168658090214,6.404156874948508,0.2240358094307903,1039.0843045985612,1.0904674969852248,41.33805535700535,-115.00701528183448,3.96367270402629
5.289372920445546,42.96586438907357,6.913522419578144,0.17793483094060134,978.8959531104738,1.6513717651061173,40.395729951153655,-115.84254617074512,4.533996966796548
2.5710225111393354,6.1388413227327465,3.5440654600964296,0.2816545648261182,971.7851535696607,1.4888380762296844,33.43450770836578,-122.74713281251648,4.196260703240226
8.496051337027913,2.2847570278674842,0.8094687063491871,0.013455701382729692,986.8673276531887,1.2392538823107502,37.525187620729554,-122.04701420096018,5.0
2.2571746138480826,3.5495927596610093,7.858509099708547,0.14426265310784336,1004.4148405153084,2.8658102914534096,41.9436591016639,-121.79889058800593,3.6743053208251406
2.0652662543744804,31.109281293261606,6.459063201092887,0.1473602753034641,1029.434679693395,0.964541747732167,40.48576671277756,-118.22412055848397,4.087903642347319
6.00246173697454,35.188034848917304,4.783988452489342,0.9552202244567805,1018.9202183652883,0.5591250592303986,33.31404383994841,-118.86012538619092,5.0
8.126977645698274,32.65332295355779,5.003466985005122,0.5923320669459398,1005.7422035088528,0.7633757884266852,32.98834786597754,-121.94287528904343,5.0
5.912826137348085,28.615319451586796,5.629121575260244,0.15243284022086526,943.5033518191218,1.8942709216353921,40.48270670319729,-116.3161690079864,4.9695228257564485
4.964473813248281,9.908888622103943,5.82150940546899,0.22522372730630486,1056.3290418318873,2.2747118570931897,36.43173144024697,-120.34443419401035,4.057126847910153
4.409136759733567,43.88864862639885,2.8149655332724106,1.6438341661925038,981.6806005998454,1.8527468231255224,36.88189446176713,-122.54999976942737,4.446030514837013
3.965918455757521,17.705301754372677,4.994231306448982,0.4540343021075411,1042.6942659155266,1.1058823889822895,36.323577902560224,-124.00567252337434,4.910968734706737
9.584471758090254,51.29508800175715,5.876905182041466,0.6008820895438622,1047.4497762667115,1.0476486901650568,39.11786513058205,-120.54308958617224,5.0
6.46335145025056,20.627747692603716,7.154782409167888,1.770672482077569,965.9227189311657,0.8955696467718149,36.50616772574139,-122.12561093696151,5.0
4.171928525750905,14.413247042692635,4.90660849153174,0.5387830555493164,1039.719582148193,3.424578888918218,34.58237685695344,-117.82495237363655,4.753558723716942
3.413927482691819,46.60679150286862,3.5553490575219637,0.255376869284204,997.0860794703638,0.8541839854194773,41.19971107785448,-117.29683916932007,4.7799139600454525
7.5908728307202455,29.938122322742693,6.606037536958105,0.24145296638774488,919.5051932369522,1.6262725996802447,38.63765070708957,-117.09464481473535,5.0
9.458915228457947,37.814372448911726,2.7627539341982446,0.059409929214632784,1002.7099673510917,1.9323205616004606,39.06285525932622,-119.85926666585813,5.0
8.989707155469949,21.828337949689484,7.679095973914446,0.0532194488712118,953.6763239981943,0.8711266538792599,35.5015096445312,-124.14316319152164,5.0
3.035173878094147,46.2326908031231,9.315001148382061,0.23731043975820246,978.8578013568033,2.53101546811667,39.894605905641505,-122.82819729131991,5.0
4.385850398447669,47.80398586220069,4.877408046445782,0.27171967691414134,1033.889936723144,0.9247119070893964,41.93665283048272,-114.92956782046362,3.0379220684762025
3.916438083665542,23.27521548696265,7.2042591220373655,0.5349168317163897,979.664348971483,0.682107890469884,41.3530073999188,-120.24436032557199,5.0
4.749662869991843,13.276915603806787,5.659365300193369,0.3087908148978581,1051.5823681743736,3.791603351748613,40.22923525179487,-124.18196725940108,3.9848408654677767
8.451496570841893,34.03124060610789,3.7434808794944145,0.6484366854635899,1097.4778016130583,2.0111855405430736,38.45395607017952,-118.17574740248689,5.0
11.102212363871953,49.6838010248463,8.951562818574406,0.052845064791759586,1096.4915286440248,1.5753408524373236,41.59254970477585,-122.70913915733074,5.0
6.603764065640977,32.744769438220004,1.2861887347795136,0.18972911499446946,1032.589337338371,3.913126514062488,37.34336881801106,-120.78299640982955,5.0
3.4916552813213215,49.665344358794556,2.869076103247101,1.1702648389278683,986.7566052808849,0.7797086447406484,32.56489304250956,-124.03049486298428,4.374828355798314
5.217179563792861,18.534206213603344,6.08103972999868,0.022396795044045882,1023.8046823735807,0.47359134230345545,41.56829850637432,-117.59297319537836,4.448982797670114
12.249262647813286,47.66903261079363,8.047094788064044,0.5357303125754634,981.7875864762029,2.123220105290475,36.139256370137836,-120.82825972937127,5.0
5.622709247920583,6.740908453246297,8.896021362716136,0.4038617931818481,1001.0018193294968,1.0192782596014978,37.627299372079115,-117.69690806500839,3.2588975917941765
4.415170385481552,19.300555365821793,8.791247599327948,0.031132651933196018,1076.5758343314799,1.2769518459969076,41.89721066340699,-123.34525670185637,5.0
4.647577598926149,26.218032959017755,3.8589713109258654,0.07058080229241664,994.7593059059811,1.833680965198535,37.65442157871661,-118.95798266807856,5.0
6.586743543258821,34.30862725086689,5.857530186763619,0.169204765239483,1037.681131653612,0.7374655241552954,33.44032400574972,-114.43707933419475,5.0
3.104606481153615,16.001101492385047,6.510215352872619,0.053815510596105565,1017.9072210207484,2.839383855433891,41.2396346491379,-118.75449196148931,2.871485617792524
3.856711677066226,48.136204322120165,4.367314840267517,0.2309153241404175,999.5996687441365,3.9701488762000445,41.062097510605206,-118.18762547794753,3.470393368100953
8.916459882964045,47.07830666890215,11.527557073605921,0.5547771805257221,1009.3146021924362,2.0743993322027254,36.8279956445912,-115.38493765523874,5.0
6.480693187011899,41.76616726124368,6.649374110708283,0.6607566300362036,1022.5795631426406,1.0799254580623308,41.328509089423555,-115.2421335861526,5.0
5.656711481296821,6.832488774578341,4.589439207789036,0.22856922387966008,972.1371762054049,0.7626851579141611,39.2844281093748,-124.04643482126359,3.5676047667545876
9.16365647120014,4.9928385080525235,2.7209656869858607,1.0695389743233361,981.03717729195,0.8189735190070758,41.04985491622778,-124.21437009875937,5.0
3.353327128640031,26.40470421108643,2.7975503716818553,1.0377537249795261,919.640617285311,1.9397607873898144,37.820755234077964,-114.5811277744464,2.8111448501454532
4.333172497283182,40.03253154049177,11.09973365564623,0.07742253120218977,1068.1267338506964,1.6307793608842052,40.99263167896769,-121.5122316073764,4.909599556499162
6.360094094079161,7.285030538474324,5.836527845224221,0.5601839000233361,918.491193385429,0.586634063702359,33.65855193719877,-120.50536537917938,5.0
6.232176529419616,33.71331081373695,2.0840675888783324,0.15563326322119872,981.7824985674725,0.8940938699472889,36.53303292575224,-121.58192047686072,5.0
1.9176528097743226,27.920624946217654,3.7754642459563996,0.4504934327838877,1110.730895943806,1.6091785959347702,41.088635076699404,-123.64903909349633,2.798724051646502
4.074096905711412,38.025460406452986,9.1425774352957,0.2358592754357789,1051.5555499769764,1.8081575752852568,39.85906517060719,-123.09561421549091,4.4894319385104255
4.8237281452008975,23.204136534479662,7.387680732279049,0.42007605663037045,999.2474764418105,1.8308521195768326,34.73745221091745,-116.34681139149662,5.0
6.764788164507849,36.35812645822046,3.1662666025320796,0.4944404851900003,974.2436487587962,1.1601589179801914,35.575892415159494,-122.2223492970198,5.0
6.219485797035048,9.140042245687258,5.233672519862803,0.08178307219543739,973.3216308803868,2.1522793699273945,37.11368784926252,-122.01481221646537,4.672734725899536
5.0938700712024945,11.94430793481307,3.5786550438751643,0.34939720012873393,958.2198233424899,0.2912936939190669,39.18333403952434,-116.30197250711635,3.635869740838851
1.2006646162226413,47.070037254514226,5.252587585059158,0.08973101570171921,1009.1365536790721,3.6403564815606995,39.47706407869643,-124.01720367696048,2.3509180123988314
5.247207190312086,17.798128840170275,7.716673237431635,0.09950641850734843,937.3750940222453,0.5540456730589288,40.91533948090236,-118.90090517300396,4.2939682712626235
5.53247273857294,51.26079655666409,2.8907151265009805,0.6831635911648974,939.5183169043459,1.680734909137362,35.74263380035783,-122.93810106445463,5.0
18.101248111226905,3.356434480154754,4.28108793326502,1.2255549988621213,1044.2535234956192,0.7956685461174448,34.27615345972549,-121.98338747622633,5.0
4.7294306732643125,26.289666562598256,3.6731438870581234,0.2910323107624749,1000.7089493168742,0.780011496119996,34.42905928047638,-121.3284134817838,5.0
6.3800471562395025,17.574345386763987,2.787996948561698,0.7059211309053395,948.6322358653368,1.3055738454113568,34.21751079689661,-121.85176228788475,3.947491243105758
10.004177667637867,51.794216889597045,11.303636160376529,0.42867353868371944,1043.154763589327,0.256919948202443,37.78190089171287,-118.33847396621222,5.0
8.185356845500168,51.49177257459562,4.218577216317534,1.0470686859153615,1079.4421266889988,1.296489981263053,35.764176529117556,-120.25093405252122,5.0
11.351945448073844,12.99740788449954,2.7663937390084774,1.334923691849501,1036.227864317086,1.736549673816055,34.4922967888853,-122.02874058744186,5.0
1.9400664622233585,14.630100863788934,6.024095231944583,0.9041559929060189,937.0990283451538,1.0324397756025925,35.01609881255599,-120.38997071170361,2.58516742517361
2.7082781558387574,39.23328315456939,5.6068963235400915,1.2835847391541708,1007.2496528037376,1.7845705542386994,40.24022707031979,-119.97793395248904,4.323314434442166
3.6893702092559773,46.37339600110883,8.516770509780189,0.1437536246498119,902.4645719179362,1.287643472035367,38.563001228415914,-119.01089112473566,4.852025471550114
1.7027904312279214,34.848546380600844,5.408954832222811,0.1706604997794059,1005.3278371245726,1.5968255723558828,37.52605295294178,-123.78608142346799,3.5603418462642993
5.560407612488401,45.100156708129525,4.1032589547552245,0.4418328446460969,1065.4468824221485,2.441799752944365,40.263612155222035,-117.3952116015516,4.9509030666455045
2.8588112441226574,4.2279152251821355,6.673029233541838,0.805986560517687,1043.5458097645194,1.5890228318554818,40.106640373961525,-121.84456414386213,4.43044546176821
12.165825964995685,33.666952551226274,6.784151596271417,0.04447713511095128,984.9382462382589,1.6212751090792576,39.54049447671237,-123.01036091469291,5.0
3.162432682656185,36.70871534770551,5.0151614482149585,0.19351761848186116,987.4328728531405,1.5216922023866046,34.29547141944882,-123.41580837519749,3.4840838350041783
4.349118607060476,10.706272216300336,9.99791868530969,0.19653521477769675,924.3281044224196,1.4234513158868882,40.82025429983611,-117.80097832046117,4.02578081802961
8.455898331101078,40.67648067555488,4.246623948424517,1.015224149738874,987.4522414275292,1.82987225787592,33.08681994797817,-116.8519607772082,5.0
2.238776575011868,49.15752365476915,6.330274655393044,0.6832588267927928,1002.5157812036134,1.3047394095845002,39.976919143571976,-123.27218181086012,3.924215751791079
1.6175658132954116,46.79629110618136,2.0824253771467522,0.5259149228943905,962.860931725425,0.5852888229402167,33.65347988306913,-118.16543869009854,3.2238189934845494
5.959356937774186,13.493338313580288,8.448013235259234,0.10311288208367855,1038.2923804756929,0.8518259137323407,39.23783978514618,-115.18534983230359,5.0
6.227929215451821,17.523624536581494,2.9791126805273365,0.3711713135718494,1037.9415810208466,0.7625275892253176,36.086626228074735,-123.44877234142294,5.0
8.315931531423189,26.48017981625856,6.085024112052601,0.0046304730536360595,997.7947384406309,2.7361657158581947,41.1929888612171,-122.23962781404309,5.0
7.22605249921016,9.076420398309054,5.25019996329681,0.11617030706684245,1093.3130750898301,1.5520365511798233,40.6567046591736,-121.98001096713413,5.0
6.3632693299767915,49.65161131893005,6.0220443952725455,0.8096451142713035,984.3693963321183,2.1821266960301564,36.216425894211454,-118.59718613301237,5.0
3.4064064933612017,9.241428115252205,5.53871186426548,0.5321467686151948,973.6841860443168,1.7982963437561506,32.72434689044491,-123.82875888151231,3.424007372469226
